Labels,T7 data_Nov 2018,
1277.000,9.81778979E-1,
1278.000,9.81919408E-1,
1279.000,9.82057989E-1,
1280.00,9.82195020E-1,
1281.000,9.82330084E-1,
1282.000,9.82463360E-1,
1283.000,9.82594669E-1,
1284.000,9.82723892E-1,
1285.000,9.82850969E-1,
1286.000,9.82975960E-1,
1287.000,9.83098745E-1,
1288.000,9.83218789E-1,
1289.000,9.83336806E-1,
1290.00,9.83452201E-1,
1291.000,9.83565032E-1,
1292.000,9.83675301E-1,
1293.000,9.83783007E-1,
1294.000,9.83887851E-1,
1295.000,9.83990192E-1,
1296.000,9.84089613E-1,
1297.000,9.84186292E-1,
1298.000,9.84279931E-1,
1299.000,9.84370708E-1,
1300.00,9.84458506E-1,
1301.000,9.84543264E-1,
1302.000,9.84624863E-1,
1303.000,9.84703302E-1,
1304.000,9.84778762E-1,
1305.000,9.84851122E-1,
1306.000,9.84920442E-1,
1307.000,9.84986842E-1,
1308.000,9.85050380E-1,
1309.000,9.85111117E-1,
1310.00,9.85169291E-1,
1311.000,9.85224664E-1,
1312.000,9.85277712E-1,
1313.000,9.85328197E-1,
1314.000,9.85376477E-1,
1315.000,9.85422313E-1,
1316.000,9.85465944E-1,
1317.000,9.85507488E-1,
1318.000,9.85546827E-1,
1319.000,9.85584140E-1,
1320.00,9.85619605E-1,
1321.000,9.85653043E-1,
1322.000,9.85684574E-1,
1323.000,9.85714376E-1,
1324.000,9.85742211E-1,
1325.000,9.85768318E-1,
1326.000,9.85792458E-1,
1327.000,9.85814810E-1,
1328.000,9.85835671E-1,
1329.000,9.85854387E-1,
1330.00,9.85871196E-1,
1331.000,9.85886276E-1,
1332.000,9.85899508E-1,
1333.000,9.85910594E-1,
1334.000,9.85919952E-1,
1335.000,9.85927284E-1,
1336.000,9.85932350E-1,
1337.000,9.85935509E-1,
1338.000,9.85936224E-1,
1339.000,9.85934675E-1,
1340.00,9.85930681E-1,
1341.000,9.85924184E-1,
1342.000,9.85915065E-1,
1343.000,9.85903025E-1,
1344.000,9.85888183E-1,
1345.000,9.85870183E-1,
1346.000,9.85848963E-1,
1347.000,9.85824704E-1,
1348.000,9.85796809E-1,
1349.000,9.85765517E-1,
1350.00,9.85730648E-1,
1351.000,9.85691905E-1,
1352.000,9.85649765E-1,
1353.000,9.85603452E-1,
1354.000,9.85553265E-1,
1355.000,9.85498905E-1,
1356.000,9.85440314E-1,
1357.000,9.85377431E-1,
1358.000,9.85310197E-1,
1359.000,9.85238492E-1,
1360.00,9.85162616E-1,
1361.000,9.85082030E-1,
1362.000,9.84997213E-1,
1363.000,9.84907687E-1,
1364.000,9.84813869E-1,
1365.000,9.84715700E-1,
1366.000,9.84612942E-1,
1367.000,9.84505951E-1,
1368.000,9.84394789E-1,
1369.000,9.84279394E-1,
1370.00,9.84159708E-1,
1371.000,9.84036028E-1,
1372.000,9.83908474E-1,
1373.000,9.83777165E-1,
1374.000,9.83641863E-1,
1375.000,9.83503044E-1,
1376.000,9.83360648E-1,
1377.000,9.83214498E-1,
1378.000,9.83064830E-1,
1379.000,9.82911408E-1,
1380.00,9.82754350E-1,
1381.000,9.82593715E-1,
1382.000,9.82429326E-1,
1383.000,9.82261121E-1,
1384.000,9.82089460E-1,
1385.000,9.81913924E-1,
1386.000,9.81734991E-1,
1387.000,9.81552601E-1,
1388.000,9.81366873E-1,
1389.000,9.81177866E-1,
1390.00,9.80985761E-1,
1391.000,9.80790615E-1,
1392.000,9.80592430E-1,
1393.000,9.80391204E-1,
1394.000,9.80187058E-1,
1395.000,9.79979634E-1,
1396.000,9.79769230E-1,
1397.000,9.79555428E-1,
1398.000,9.79338706E-1,
1399.000,9.79118884E-1,
1400.00,9.78896201E-1,
1401.000,9.78670478E-1,
1402.000,9.78441894E-1,
1403.000,9.78210449E-1,
1404.000,9.77976382E-1,
1405.000,9.77739692E-1,
1406.000,9.77500379E-1,
1407.000,9.77258563E-1,
1408.000,9.77014244E-1,
1409.000,9.76767600E-1,
1410.00,9.76518571E-1,
1411.000,9.76267219E-1,
1412.000,9.76013541E-1,
1413.000,9.75757778E-1,
1414.000,9.75500107E-1,
1415.000,9.75240290E-1,
1416.000,9.74978864E-1,
1417.000,9.74715829E-1,
1418.000,9.74451542E-1,
1419.000,9.74185824E-1,
1420.00,9.73919034E-1,
1421.000,9.73651111E-1,
1422.000,9.73382175E-1,
1423.000,9.73112583E-1,
1424.000,9.72842157E-1,
1425.000,9.72571194E-1,
1426.000,9.72299576E-1,
1427.000,9.72027540E-1,
1428.000,9.71754849E-1,
1429.000,9.71481860E-1,
1430.00,9.71208572E-1,
1431.000,9.70934629E-1,
1432.000,9.70660567E-1,
1433.000,9.70386028E-1,
1434.000,9.70111310E-1,
1435.000,9.69836354E-1,
1436.000,9.69561338E-1,
1437.000,9.69286084E-1,
1438.000,9.69010770E-1,
1439.000,9.68735278E-1,
1440.00,9.68459725E-1,
1441.000,9.68184114E-1,
1442.000,9.67908382E-1,
1443.000,9.67632532E-1,
1444.000,9.67356741E-1,
1445.000,9.67080712E-1,
1446.000,9.66804564E-1,
1447.000,9.66528237E-1,
1448.000,9.66251612E-1,
1449.000,9.65974569E-1,
1450.00,9.65697467E-1,
1451.000,9.65419948E-1,
1452.000,9.65142131E-1,
1453.000,9.64864016E-1,
1454.000,9.64585304E-1,
1455.000,9.64306056E-1,
1456.000,9.64026451E-1,
1457.000,9.63746309E-1,
1458.000,9.63465512E-1,
1459.000,9.63184118E-1,
1460.00,9.62902069E-1,
1461.000,9.62619483E-1,
1462.000,9.62336123E-1,
1463.000,9.62052047E-1,
1464.000,9.61767256E-1,
1465.000,9.61481690E-1,
1466.000,9.61195290E-1,
1467.000,9.60907817E-1,
1468.000,9.60619390E-1,
1469.000,9.60329711E-1,
1470.00,9.60038662E-1,
1471.000,9.59746242E-1,
1472.000,9.59452629E-1,
1473.000,9.59157526E-1,
1474.000,9.58861053E-1,
1475.000,9.58562911E-1,
1476.000,9.58263278E-1,
1477.000,9.57962096E-1,
1478.000,9.57659304E-1,
1479.000,9.57354724E-1,
1480.00,9.57048476E-1,
1481.000,9.56740618E-1,
1482.000,9.56431150E-1,
1483.000,9.56120074E-1,
1484.000,9.55807328E-1,
1485.000,9.55493093E-1,
1486.000,9.55177367E-1,
1487.000,9.54860151E-1,
1488.000,9.54541445E-1,
1489.000,9.54221249E-1,
1490.00,9.53899384E-1,
1491.000,9.53575850E-1,
1492.000,9.53250527E-1,
1493.000,9.52923477E-1,
1494.000,9.52594519E-1,
1495.000,9.52263832E-1,
1496.000,9.51931179E-1,
1497.000,9.51596856E-1,
1498.000,9.51260448E-1,
1499.000,9.50922608E-1,
1500.00,9.50582802E-1,
1501.000,9.50241268E-1,
1502.000,9.49898183E-1,
1503.000,9.49553370E-1,
1504.000,9.49207306E-1,
1505.000,9.48859453E-1,
1506.000,9.48510408E-1,
1507.000,9.48159993E-1,
1508.000,9.47808623E-1,
1509.000,9.47456062E-1,
1510.00,9.47102726E-1,
1511.000,9.46748734E-1,
1512.000,9.46394205E-1,
1513.000,9.46039259E-1,
1514.000,9.45683956E-1,
1515.000,9.45328772E-1,
1516.000,9.44973409E-1,
1517.000,9.44618046E-1,
1518.000,9.44262803E-1,
1519.000,9.43907738E-1,
1520.00,9.43552971E-1,
1521.000,9.43198502E-1,
1522.000,9.42844152E-1,
1523.000,9.42489862E-1,
1524.000,9.42135870E-1,
1525.000,9.41782117E-1,
1526.000,9.41428244E-1,
1527.000,9.41074550E-1,
1528.000,9.40720677E-1,
1529.000,9.40366805E-1,
1530.00,9.40012753E-1,
1531.000,9.39658344E-1,
1532.000,9.39303637E-1,
1533.000,9.38948572E-1,
1534.000,9.38592732E-1,
1535.000,9.38236237E-1,
1536.000,9.37879026E-1,
1537.000,9.37520921E-1,
1538.000,9.37161505E-1,
1539.000,9.36801076E-1,
1540.00,9.36439395E-1,
1541.000,9.36076581E-1,
1542.000,9.35712457E-1,
1543.000,9.35346901E-1,
1544.000,9.34980154E-1,
1545.000,9.34611857E-1,
1546.000,9.34242368E-1,
1547.000,9.33871329E-1,
1548.000,9.33498859E-1,
1549.000,9.33125317E-1,
1550.00,9.32750106E-1,
1551.000,9.32373703E-1,
1552.000,9.31996167E-1,
1553.000,9.31617200E-1,
1554.000,9.31237102E-1,
1555.000,9.30855632E-1,
1556.000,9.30472732E-1,
1557.000,9.30088341E-1,
1558.000,9.29702401E-1,
1559.000,9.29314852E-1,
1560.00,9.28925753E-1,
1561.000,9.28534985E-1,
1562.000,9.28142607E-1,
1563.000,9.27748561E-1,
1564.000,9.27352607E-1,
1565.000,9.26954925E-1,
1566.000,9.26555574E-1,
1567.000,9.26154494E-1,
1568.000,9.25751567E-1,
1569.000,9.25347030E-1,
1570.00,9.24941003E-1,
1571.000,9.24533427E-1,
1572.000,9.24124300E-1,
1573.000,9.23713744E-1,
1574.000,9.23301697E-1,
1575.000,9.22888398E-1,
1576.000,9.22473609E-1,
1577.000,9.22057629E-1,
1578.000,9.21640337E-1,
1579.000,9.21221852E-1,
1580.00,9.20802414E-1,
1581.000,9.20382023E-1,
1582.000,9.19960499E-1,
1583.000,9.19538140E-1,
1584.000,9.19115007E-1,
1585.000,9.18691099E-1,
1586.000,9.18266356E-1,
1587.000,9.17841136E-1,
1588.000,9.17415082E-1,
1589.000,9.16988492E-1,
1590.00,9.16561425E-1,
1591.000,9.16133463E-1,
1592.000,9.15704787E-1,
1593.000,9.15275335E-1,
1594.000,9.14845228E-1,
1595.000,9.14414227E-1,
1596.000,9.13982451E-1,
1597.000,9.13549900E-1,
1598.000,9.13116395E-1,
1599.000,9.12682235E-1,
1600.00,9.12247062E-1,
1601.000,9.11798358E-1,
1602.000,9.11348701E-1,
1603.000,9.10898209E-1,
1604.000,9.10446882E-1,
1605.000,9.09994662E-1,
1606.000,9.09541607E-1,
1607.000,9.09087658E-1,
1608.000,9.08632934E-1,
1609.000,9.08177316E-1,
1610.00,9.07720923E-1,
1611.000,9.07263637E-1,
1612.000,9.06805515E-1,
1613.000,9.06346619E-1,
1614.000,9.05886889E-1,
1615.000,9.05426383E-1,
1616.000,9.04964983E-1,
1617.000,9.04502869E-1,
1618.000,9.04039919E-1,
1619.000,9.03576076E-1,
1620.00,9.03111577E-1,
1621.000,9.02646244E-1,
1622.000,9.02180135E-1,
1623.000,9.01713252E-1,
1624.000,9.01245594E-1,
1625.000,9.00777161E-1,
1626.000,9.00307953E-1,
1627.000,8.99837971E-1,
1628.000,8.99367273E-1,
1629.000,8.98895800E-1,
1630.00,8.98423612E-1,
1631.000,8.97950649E-1,
1632.000,8.97476971E-1,
1633.000,8.97002578E-1,
1634.000,8.96527410E-1,
1635.000,8.96051526E-1,
1636.000,8.95574927E-1,
1637.000,8.95097613E-1,
1638.000,8.94619584E-1,
1639.000,8.94140840E-1,
1640.00,8.93661380E-1,
1641.000,8.93181205E-1,
1642.000,8.92700374E-1,
1643.000,8.92218888E-1,
1644.000,8.91736686E-1,
1645.000,8.91253769E-1,
1646.000,8.90770197E-1,
1647.000,8.90285969E-1,
1648.000,8.89801025E-1,
1649.000,8.89315426E-1,
1650.00,8.88829231E-1,
1651.000,8.88342321E-1,
1652.000,8.87854755E-1,
1653.000,8.87366474E-1,
1654.000,8.86877656E-1,
1655.000,8.86388183E-1,
1656.000,8.85898054E-1,
1657.000,8.85407269E-1,
1658.000,8.84915888E-1,
1659.000,8.84423912E-1,
1660.00,8.83931279E-1,
1661.000,8.83438051E-1,
1662.000,8.82944167E-1,
1663.000,8.82449746E-1,
1664.000,8.81954610E-1,
1665.000,8.81458938E-1,
1666.000,8.80962670E-1,
1667.000,8.80465806E-1,
1668.000,8.79968405E-1,
1669.000,8.79470348E-1,
1670.00,8.78971756E-1,
1671.000,8.78472626E-1,
1672.000,8.77972841E-1,
1673.000,8.77472520E-1,
1674.000,8.76971602E-1,
1675.000,8.76470208E-1,
1676.000,8.75968218E-1,
1677.000,8.75465691E-1,
1678.000,8.74962628E-1,
1679.000,8.74458969E-1,
1680.00,8.73954833E-1,
1681.000,8.73450100E-1,
1682.000,8.72944832E-1,
1683.000,8.72439086E-1,
1684.000,8.71932805E-1,
1685.000,8.71426046E-1,
1686.000,8.70918691E-1,
1687.000,8.70410919E-1,
1688.000,8.69902551E-1,
1689.000,8.69393766E-1,
1690.00,8.68884385E-1,
1691.000,8.68374527E-1,
1692.000,8.67864251E-1,
1693.000,8.67353439E-1,
1694.000,8.66842151E-1,
1695.000,8.66330385E-1,
1696.000,8.65818143E-1,
1697.000,8.65305364E-1,
1698.000,8.64792228E-1,
1699.000,8.64278555E-1,
1700.00,8.63764465E-1,
1701.000,8.63249898E-1,
1702.000,8.62734914E-1,
1703.000,8.62219453E-1,
1704.000,8.61703515E-1,
1705.000,8.61187160E-1,
1706.000,8.60670388E-1,
1707.000,8.60153139E-1,
1708.000,8.59635532E-1,
1709.000,8.59117448E-1,
1710.00,8.58598948E-1,
1711.000,8.58079970E-1,
1712.000,8.57560694E-1,
1713.000,8.57040942E-1,
1714.000,8.56520772E-1,
1715.000,8.56000245E-1,
1716.000,8.55479300E-1,
1717.000,8.54957938E-1,
1718.000,8.54436219E-1,
1719.000,8.53914082E-1,
1720.00,8.53391588E-1,
1721.000,8.52868676E-1,
1722.000,8.52345407E-1,
1723.000,8.51821721E-1,
1724.000,8.51297736E-1,
1725.000,8.50773394E-1,
1726.000,8.50248635E-1,
1727.000,8.49723577E-1,
1728.000,8.49198103E-1,
1729.000,8.48672330E-1,
1730.00,8.48146081E-1,
1731.000,8.47619593E-1,
1732.000,8.47092807E-1,
1733.000,8.46565604E-1,
1734.000,8.46038103E-1,
1735.000,8.45510244E-1,
1736.000,8.44982088E-1,
1737.000,8.44453633E-1,
1738.000,8.43924820E-1,
1739.000,8.43395710E-1,
1740.00,8.42866302E-1,
1741.000,8.42336476E-1,
1742.000,8.41806471E-1,
1743.000,8.41276109E-1,
1744.000,8.40745509E-1,
1745.000,8.40214550E-1,
1746.000,8.39683354E-1,
1747.000,8.39151740E-1,
1748.000,8.38619947E-1,
1749.000,8.38087916E-1,
1750.00,8.37555587E-1,
1751.000,8.37022960E-1,
1752.000,8.36489975E-1,
1753.000,8.35956812E-1,
1754.000,8.35423410E-1,
1755.000,8.34889710E-1,
1756.000,8.34355831E-1,
1757.000,8.33821595E-1,
1758.000,8.33287120E-1,
1759.000,8.32752466E-1,
1760.00,8.32217515E-1,
1761.000,8.31682384E-1,
1762.000,8.31146955E-1,
1763.000,8.30611289E-1,
1764.000,8.30075443E-1,
1765.000,8.29539359E-1,
1766.000,8.29003036E-1,
1767.000,8.28466535E-1,
1768.000,8.27929735E-1,
1769.000,8.27392757E-1,
1770.00,8.26855600E-1,
1771.000,8.26318264E-1,
1772.000,8.25780690E-1,
1773.000,8.25242877E-1,
1774.000,8.24704945E-1,
1775.000,8.24166775E-1,
1776.000,8.23628426E-1,
1777.000,8.23089898E-1,
1778.000,8.22551131E-1,
1779.000,8.22012246E-1,
1780.00,8.21473241E-1,
1781.000,8.20933998E-1,
1782.000,8.20394576E-1,
1783.000,8.19854975E-1,
1784.000,8.19315255E-1,
1785.000,8.18775356E-1,
1786.000,8.18235338E-1,
1787.000,8.17695141E-1,
1788.000,8.17154706E-1,
1789.000,8.16614211E-1,
1790.00,8.16073596E-1,
1791.000,8.15532863E-1,
1792.000,8.14991951E-1,
1793.000,8.14450860E-1,
1794.000,8.13909650E-1,
1795.000,8.13368380E-1,
1796.000,8.12826931E-1,
1797.000,8.12285423E-1,
1798.000,8.11743677E-1,
1799.000,8.11201930E-1,
1800.00,8.10660064E-1,
1801.000,8.10118020E-1,
1802.000,8.09575975E-1,
1803.000,8.09033692E-1,
1804.000,8.08491409E-1,
1805.000,8.07949007E-1,
1806.000,8.07406545E-1,
1807.000,8.06863964E-1,
1808.000,8.06321204E-1,
1809.000,8.05778503E-1,
1810.00,8.05235684E-1,
1811.000,8.04692745E-1,
1812.000,8.04149806E-1,
1813.000,8.03606689E-1,
1814.000,8.03063571E-1,
1815.000,8.02520394E-1,
1816.000,8.01977158E-1,
1817.000,8.01433802E-1,
1818.000,8.00890386E-1,
1819.000,8.00347030E-1,
1820.00,7.99803555E-1,
1821.000,7.99260020E-1,
1822.000,7.98716486E-1,
1823.000,7.98172832E-1,
1824.000,7.97629178E-1,
1825.000,7.97085524E-1,
1826.000,7.96541810E-1,
1827.000,7.95998037E-1,
1828.000,7.95454264E-1,
1829.000,7.94910491E-1,
1830.00,7.94366717E-1,
1831.000,7.93822885E-1,
1832.000,7.93278992E-1,
1833.000,7.92735159E-1,
1834.000,7.92191327E-1,
1835.000,7.91647434E-1,
1836.000,7.91103601E-1,
1837.000,7.90559649E-1,
1838.000,7.90015817E-1,
1839.000,7.89471984E-1,
1840.00,7.88928092E-1,
1841.000,7.88384259E-1,
1842.000,7.87840426E-1,
1843.000,7.87296593E-1,
1844.000,7.86752820E-1,
1845.000,7.86209047E-1,
1846.000,7.85665333E-1,
1847.000,7.85121560E-1,
1848.000,7.84577847E-1,
1849.000,7.84034193E-1,
1850.00,7.83490598E-1,
1851.000,7.82947004E-1,
1852.000,7.82403469E-1,
1853.000,7.81859994E-1,
1854.000,7.81316519E-1,
1855.000,7.80773163E-1,
1856.000,7.80229747E-1,
1857.000,7.79686451E-1,
1858.000,7.79143274E-1,
1859.000,7.78600097E-1,
1860.00,7.78056979E-1,
1861.000,7.77513921E-1,
1862.000,7.76970923E-1,
1863.000,7.76428044E-1,
1864.000,7.75885224E-1,
1865.000,7.75342524E-1,
1866.000,7.74799764E-1,
1867.000,7.74257183E-1,
1868.000,7.73714721E-1,
1869.000,7.73172319E-1,
1870.00,7.72629976E-1,
1871.000,7.72087693E-1,
1872.000,7.71545589E-1,
1873.000,7.71003544E-1,
1874.000,7.70461619E-1,
1875.000,7.69919813E-1,
1876.000,7.69378006E-1,
1877.000,7.68836439E-1,
1878.000,7.68294930E-1,
1879.000,7.67753541E-1,
1880.00,7.67212272E-1,
1881.000,7.66671062E-1,
1882.000,7.66130030E-1,
1883.000,7.65589118E-1,
1884.000,7.65048325E-1,
1885.000,7.64507651E-1,
1886.000,7.63967097E-1,
1887.000,7.63426721E-1,
1888.000,7.62886465E-1,
1889.000,7.62346327E-1,
1890.00,7.61806369E-1,
1891.000,7.61266470E-1,
1892.000,7.60726810E-1,
1893.000,7.60187268E-1,
1894.000,7.59647906E-1,
1895.000,7.59108663E-1,
1896.000,7.58569539E-1,
1897.000,7.58030593E-1,
1898.000,7.57491887E-1,
1899.000,7.56953299E-1,
1900.00,7.56414831E-1,
1901.000,7.55876541E-1,
1902.000,7.55338430E-1,
1903.000,7.54800558E-1,
1904.000,7.54262805E-1,
1905.000,7.53725231E-1,
1906.000,7.53187776E-1,
1907.000,7.52650619E-1,
1908.000,7.52113581E-1,
1909.000,7.51576722E-1,
1910.00,7.51040101E-1,
1911.000,7.50503600E-1,
1912.000,7.49967337E-1,
1913.000,7.49431312E-1,
1914.000,7.48895466E-1,
1915.000,7.48359799E-1,
1916.000,7.47824252E-1,
1917.000,7.47289002E-1,
1918.000,7.46753991E-1,
1919.000,7.46219158E-1,
1920.00,7.45684564E-1,
1921.000,7.45150149E-1,
1922.000,7.44615912E-1,
1923.000,7.44081914E-1,
1924.000,7.43548155E-1,
1925.000,7.43014634E-1,
1926.000,7.42481351E-1,
1927.000,7.41948247E-1,
1928.000,7.41415381E-1,
1929.000,7.40882814E-1,
1930.00,7.40350425E-1,
1931.000,7.39818275E-1,
1932.000,7.39286304E-1,
1933.000,7.38754690E-1,
1934.000,7.38223255E-1,
1935.000,7.37692118E-1,
1936.000,7.37161160E-1,
1937.000,7.36630499E-1,
1938.000,7.36100018E-1,
1939.000,7.35569894E-1,
1940.00,7.35039949E-1,
1941.000,7.34510303E-1,
1942.000,7.33980954E-1,
1943.000,7.33451784E-1,
1944.000,7.32922912E-1,
1945.000,7.32394278E-1,
1946.000,7.31865942E-1,
1947.000,7.31337905E-1,
1948.000,7.30810106E-1,
1949.000,7.30282545E-1,
1950.00,7.29755342E-1,
1951.000,7.29228377E-1,
1952.000,7.28701711E-1,
1953.000,7.28175342E-1,
1954.000,7.27649212E-1,
1955.000,7.27123380E-1,
1956.000,7.26597846E-1,
1957.000,7.26072609E-1,
1958.000,7.25547671E-1,
1959.000,7.25023031E-1,
1960.00,7.24498689E-1,
1961.000,7.23974526E-1,
1962.000,7.23450780E-1,
1963.000,7.22927332E-1,
1964.000,7.22404242E-1,
1965.000,7.21881390E-1,
1966.000,7.21358836E-1,
1967.000,7.20836580E-1,
1968.000,7.20314682E-1,
1969.000,7.19793081E-1,
1970.00,7.19271839E-1,
1971.000,7.18750894E-1,
1972.000,7.18230247E-1,
1973.000,7.17709959E-1,
1974.000,7.17189908E-1,
1975.000,7.16670215E-1,
1976.000,7.16150880E-1,
1977.000,7.15631902E-1,
1978.000,7.15113223E-1,
1979.000,7.14594901E-1,
1980.00,7.14076817E-1,
1981.000,7.13559151E-1,
1982.000,7.13041842E-1,
1983.000,7.12524891E-1,
1984.000,7.12008238E-1,
1985.000,7.11491942E-1,
1986.000,7.10975945E-1,
1987.000,7.10460305E-1,
1988.000,7.09945023E-1,
1989.000,7.09430158E-1,
1990.00,7.08915591E-1,
1991.000,7.08401382E-1,
1992.000,7.07887590E-1,
1993.000,7.07374096E-1,
1994.000,7.06860900E-1,
1995.000,7.06348121E-1,
1996.000,7.05835760E-1,
1997.000,7.05323696E-1,
1998.000,7.04812050E-1,
1999.000,7.04300761E-1,
2000.00,7.03789830E-1,
2001.000,7.03279257E-1,
2002.000,7.02769041E-1,
2003.000,7.02259243E-1,
2004.000,7.01749802E-1,
2005.000,7.01240778E-1,
2006.000,7.00732112E-1,
2007.000,7.00223804E-1,
2008.000,6.99715912E-1,
2009.000,6.99208379E-1,
2010.00,6.98701203E-1,
2011.000,6.98194504E-1,
2012.000,6.97688162E-1,
2013.000,6.97182178E-1,
2014.000,6.96676612E-1,
2015.000,6.96171463E-1,
2016.000,6.95666671E-1,
2017.000,6.95162237E-1,
2018.000,6.94658279E-1,
2019.000,6.94154680E-1,
2020.00,6.93651497E-1,
2021.000,6.93148732E-1,
2022.000,6.92646384E-1,
2023.000,6.92144454E-1,
2024.000,6.91642880E-1,
2025.000,6.91141784E-1,
2026.000,6.90640986E-1,
2027.000,6.90140665E-1,
2028.000,6.89640760E-1,
2029.000,6.89141273E-1,
2030.00,6.88642204E-1,
2031.000,6.88143611E-1,
2032.000,6.87645376E-1,
2033.000,6.87147558E-1,
2034.000,6.86650217E-1,
2035.000,6.86153173E-1,
2036.000,6.85656667E-1,
2037.000,6.85160577E-1,
2038.000,6.84664905E-1,
2039.000,6.84169650E-1,
2040.00,6.83674872E-1,
2041.000,6.83180511E-1,
2042.000,6.82686567E-1,
2043.000,6.82193041E-1,
2044.000,6.81699991E-1,
2045.000,6.81207299E-1,
2046.000,6.80715144E-1,
2047.000,6.80223405E-1,
2048.000,6.79732084E-1,
2049.000,6.79241240E-1,
2050.00,6.78750813E-1,
2051.000,6.78260863E-1,
2052.000,6.77771389E-1,
2053.000,6.77282333E-1,
2054.000,6.76793694E-1,
2055.000,6.76305532E-1,
2056.000,6.75817788E-1,
2057.000,6.75330520E-1,
2058.000,6.74843729E-1,
2059.000,6.74357414E-1,
2060.00,6.73871517E-1,
2061.000,6.73386097E-1,
2062.000,6.72901154E-1,
2063.000,6.72416627E-1,
2064.000,6.71932638E-1,
2065.000,6.71449065E-1,
2066.000,6.70965970E-1,
2067.000,6.70483351E-1,
2068.000,6.70001149E-1,
2069.000,6.69519424E-1,
2070.00,6.69038177E-1,
2071.000,6.68557465E-1,
2072.000,6.68077171E-1,
2073.000,6.67597353E-1,
2074.000,6.67118013E-1,
2075.000,6.66639209E-1,
2076.000,6.66160822E-1,
2077.000,6.65682912E-1,
2078.000,6.65205479E-1,
2079.000,6.64728582E-1,
2080.00,6.64252102E-1,
2081.000,6.63776159E-1,
2082.000,6.63300693E-1,
2083.000,6.62825704E-1,
2084.000,6.62351191E-1,
2085.000,6.61877096E-1,
2086.000,6.61403537E-1,
2087.000,6.60930514E-1,
2088.000,6.60457969E-1,
2089.000,6.59985900E-1,
2090.00,6.59514368E-1,
2091.000,6.59043252E-1,
2092.000,6.58572674E-1,
2093.000,6.58102632E-1,
2094.000,6.57633007E-1,
2095.000,6.57163978E-1,
2096.000,6.56695366E-1,
2097.000,6.56227291E-1,
2098.000,6.55759692E-1,
2099.000,6.55292630E-1,
2100.00,6.54826045E-1,
2101.000,6.54359937E-1,
2102.000,6.53894365E-1,
2103.000,6.53429329E-1,
2104.000,6.52964771E-1,
2105.000,6.52500749E-1,
2106.000,6.52037203E-1,
2107.000,6.51574135E-1,
2108.000,6.51111662E-1,
2109.000,6.50649607E-1,
2110.00,6.50188148E-1,
2111.000,6.49727166E-1,
2112.000,6.49266601E-1,
2113.000,6.48806691E-1,
2114.000,6.48347259E-1,
2115.000,6.47888303E-1,
2116.000,6.47429943E-1,
2117.000,6.46972060E-1,
2118.000,6.46514654E-1,
2119.000,6.46057844E-1,
2120.00,6.45601511E-1,
2121.000,6.45145714E-1,
2122.000,6.44690454E-1,
2123.000,6.44235671E-1,
2124.000,6.43781424E-1,
2125.000,6.43327773E-1,
2126.000,6.42874539E-1,
2127.000,6.42421901E-1,
2128.000,6.41969800E-1,
2129.000,6.41518176E-1,
2130.00,6.41067147E-1,
2131.000,6.40616596E-1,
2132.000,6.40166581E-1,
2133.000,6.39717102E-1,
2134.000,6.39268160E-1,
2135.000,6.38819754E-1,
2136.000,6.38371885E-1,
2137.000,6.37924552E-1,
2138.000,6.37477696E-1,
2139.000,6.37031436E-1,
2140.00,6.36585712E-1,
2141.000,6.36140525E-1,
2142.000,6.35695875E-1,
2143.000,6.35251701E-1,
2144.000,6.34808123E-1,
2145.000,6.34365082E-1,
2146.000,6.33922577E-1,
2147.000,6.33480608E-1,
2148.000,6.33039176E-1,
2149.000,6.32598341E-1,
2150.00,6.32157981E-1,
2151.000,6.31718159E-1,
2152.000,6.31278992E-1,
2153.000,6.30840302E-1,
2154.000,6.30402088E-1,
2155.000,6.29964471E-1,
2156.000,6.29527450E-1,
2157.000,6.29090905E-1,
2158.000,6.28654897E-1,
2159.000,6.28219485E-1,
2160.00,6.27784610E-1,
2161.000,6.27350271E-1,
2162.000,6.26916468E-1,
2163.000,6.26483262E-1,
2164.000,6.26050591E-1,
2165.000,6.25618458E-1,
2166.000,6.25186861E-1,
2167.000,6.24755859E-1,
2168.000,6.24325335E-1,
2169.000,6.23895466E-1,
2170.00,6.23466074E-1,
2171.000,6.23037279E-1,
2172.000,6.22608960E-1,
2173.000,6.22181296E-1,
2174.000,6.21754110E-1,
2175.000,6.21327519E-1,
2176.000,6.20901465E-1,
2177.000,6.20476067E-1,
2178.000,6.20051146E-1,
2179.000,6.19626760E-1,
2180.00,6.19202971E-1,
2181.000,6.18779719E-1,
2182.000,6.18357003E-1,
2183.000,6.17934883E-1,
2184.000,6.17513299E-1,
2185.000,6.17092252E-1,
2186.000,6.16671801E-1,
2187.000,6.16251886E-1,
2188.000,6.15832567E-1,
2189.000,6.15413785E-1,
2190.00,6.14995539E-1,
2191.000,6.14577889E-1,
2192.000,6.14160836E-1,
2193.000,6.13744318E-1,
2194.000,6.13328397E-1,
2195.000,6.12912953E-1,
2196.000,6.12498105E-1,
2197.000,6.12083852E-1,
2198.000,6.11670136E-1,
2199.000,6.11256957E-1,
2200.00,6.10844374E-1,
